legacy_file,legacy_url,classification,title,h1,template_family,database_dependency,proposed_wordpress_type,preserve_url,migration_priority,notes,related_product_ids,classification_confidence,evidence
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php
system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application/User.class.php
system/libs/ProjectLibrary/SDO/Core/Application.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Application.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/Categorias.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/File.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/File.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/Marcas.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/Permission.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/Permission.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/Productos.class.php
system/libs/ProjectLibrary/SDO/Core/DAO/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO/User.class.php
system/libs/ProjectLibrary/SDO/Core/DAO.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DAO.class.php
system/libs/ProjectLibrary/SDO/Core/DB/Exception.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DB/Exception.class.php
system/libs/ProjectLibrary/SDO/Core/DB.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/DB.class.php
system/libs/ProjectLibrary/SDO/Core/IO/FileApplication.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/IO/FileApplication.class.php
system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Categorias.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Categorias.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File/Excel.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File/Excel.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File/Image.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File/Image.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File/MP3.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File/MP3.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File/Pdf.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File/Pdf.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File/Word.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File/Word.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/File.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/File.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Marcas.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Productos.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Test/UniqueClusterEmail.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Test/UniqueClusterEmail.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/Test/UniqueProfileEmail.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/Test/UniqueProfileEmail.class.php
system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php
system/libs/ProjectLibrary/SDO/Core/Validator.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Core/Validator.class.php
system/libs/ProjectLibrary/SDO/IdHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/IdHandler.class.php
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/ImageHandler.class.php
system/libs/ProjectLibrary/SDO/Marcas.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Marcas.class.php
system/libs/ProjectLibrary/SDO/Productos.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Productos.class.php
system/libs/ProjectLibrary/SDO/Security.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/Security.class.php
system/libs/ProjectLibrary/SDO/User.class.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / aplicación; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/ProjectLibrary/SDO/User.class.php
system/libs/Zend/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Exception.php
system/libs/Zend/Loader/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Loader/Exception.php
system/libs/Zend/Loader/PluginLoader/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Loader/PluginLoader/Exception.php
system/libs/Zend/Loader/PluginLoader/Interface.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Loader/PluginLoader/Interface.php
system/libs/Zend/Loader/PluginLoader.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Loader/PluginLoader.php
system/libs/Zend/Loader.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Loader.php
system/libs/Zend/Locale/Data/Translation.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Data/Translation.php
system/libs/Zend/Locale/Data.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Data.php
system/libs/Zend/Locale/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Exception.php
system/libs/Zend/Locale/Format.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Format.php
system/libs/Zend/Locale/Math/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Math/Exception.php
system/libs/Zend/Locale/Math/PhpMath.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Math/PhpMath.php
system/libs/Zend/Locale/Math.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale/Math.php
system/libs/Zend/Locale.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Locale.php
system/libs/Zend/Translate/Adapter/Array.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Array.php
system/libs/Zend/Translate/Adapter/Csv.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Csv.php
system/libs/Zend/Translate/Adapter/Gettext.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Gettext.php
system/libs/Zend/Translate/Adapter/Qt.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Qt.php
system/libs/Zend/Translate/Adapter/Tbx.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Tbx.php
system/libs/Zend/Translate/Adapter/Tmx.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Tmx.php
system/libs/Zend/Translate/Adapter/Xliff.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/Xliff.php
system/libs/Zend/Translate/Adapter/XmlTm.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter/XmlTm.php
system/libs/Zend/Translate/Adapter.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Adapter.php
system/libs/Zend/Translate/Exception.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate/Exception.php
system/libs/Zend/Translate.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,código interno / dependencia; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/libs/Zend/Translate.php
system/Marcas.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,endpoint / código interno; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/Marcas.php
system/Productos.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,endpoint / código interno; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/Productos.php
system/view/AudioMain.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,template; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/view/AudioMain.php
system/view/AudioMultimedia.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,template; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/view/AudioMultimedia.php
system/view/AudioView.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,template; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/view/AudioView.php
system/view/BenefitsMain.php,,LEGACY_INTERNAL,,,,Internal; see phase1 inventory,REVIEW_INTERNAL_FUNCTION,REVIEW,REVIEW,template; no public route asserted,,CONFIRMED,docs/legacy-analysis/file-inventory.csv:system/view/BenefitsMain.php
